id,Month,Day,Year,Hour,Minute,Second
75763685,March,9,2011,15,19,09
62512498,October,10,2012,21,04,28
56212665,February,14,2013,05,01,00
51788176,September,30,2011,20,12,20
34443631,March,22,2013,21,45,22
32542441,September,13,2013,04,00,01
32962194,November,12,2012,21,25,57
95112935,November,30,2010,20,04,42
60151371,August,2,2012,21,00,00
50250537,September,23,2010,20,55,30
94505040,February,17,2011,12,49,18
75992500,June,22,2012,13,40,11
55780339,July,29,2013,15,41,39
58614177,May,26,2011,20,14,11
78573493,March,25,2011,14,20,01
68835147,July,9,2012,17,57,39
7579918,February,15,2011,11,15,49
59525019,November,30,2010,20,08,26
9467464,March,24,2012,14,26,28
90119174,June,15,2011,17,14,03
64568638,January,18,2013,05,11,09
32124914,October,22,2013,13,55,12
66375616,September,1,2011,22,54,30
61892364,March,18,2013,04,01,00
86202080,February,24,2011,00,01,00
74384932,October,14,2010,17,52,31
55301318,October,23,2012,21,02,21
87499494,January,9,2013,15,45,54
44225850,November,7,2012,21,31,43
46186178,August,27,2013,19,50,13
69224843,September,23,2013,14,02,47
44606904,August,25,2012,01,46,50
75524992,April,26,2011,08,09,10
93327137,November,19,2013,05,06,13
17591641,August,27,2013,20,36,02
56511640,November,8,2012,16,45,00
47077313,August,14,2012,21,53,40
25422340,July,27,2012,21,32,50
42187766,July,2,2012,11,00,01
35147340,November,7,2013,22,48,49
47124257,August,10,2011,04,01,50
50784815,June,4,2013,04,01,00
57995037,January,4,2013,00,25,11
71581020,April,29,2011,01,27,47
25996470,July,19,2012,13,46,21
74434739,December,2,2011,12,56,07
84647796,October,3,2012,17,33,29
42889994,November,30,2006,16,04,58
37611172,May,3,2011,20,21,42
93087798,September,5,2012,04,46,43
81046602,September,14,2012,23,18,13
83756719,August,26,2011,20,36,30
75860958,April,10,2013,13,19,03
75129460,June,13,2012,04,00,01
18646731,October,4,2011,04,01,00
63276215,July,14,2011,04,01,00
85041133,February,8,2013,05,01,08
83707651,April,20,2012,04,00,01
33685717,March,15,2012,14,44,48
38490487,June,16,2012,04,01,00
64856973,September,9,2011,23,01,19
34737389,August,26,2013,16,02,05
39933205,February,7,2013,21,53,43
7150851,April,26,2013,07,01,31
81122634,October,31,2012,11,00,00
39337864,September,11,2013,13,00,40
14538609,July,12,2010,21,01,35
71567962,December,5,2012,21,00,00
45330843,January,2,2013,19,21,25
93407817,July,7,2010,10,34,15
52540477,September,7,2012,11,01,01
81371735,September,19,2011,06,18,05
78606015,August,24,2012,21,02,26
94349272,March,14,2011,22,06,57
15846202,April,10,2012,18,11,34
41356420,June,13,2012,19,25,17
29620336,September,21,2012,12,19,21
86050956,July,12,2012,17,04,12
53950213,June,3,2013,07,30,00
75413648,December,16,2011,22,35,37
69090633,January,26,2010,02,00,00
2419564,June,7,2013,18,23,07
61041373,August,16,2013,07,36,03
14062449,July,21,2010,07,59,16
81256815,September,20,2013,00,09,52
35587061,September,26,2011,04,00,00
30329709,July,18,2013,20,05,31
23843356,October,29,2012,22,30,52
50115471,February,22,2012,17,47,51
16014850,September,20,2013,04,41,17
10861018,July,16,2012,01,51,45
94710276,September,28,2012,20,39,25
78928096,November,29,2011,21,31,07
37434369,July,29,2010,04,01,00
98203515,January,25,2013,05,01,01
38999782,October,11,2012,04,00,20
86492238,October,23,2012,00,00,00
36570017,May,16,2013,16,40,55
88100770,September,16,2011,11,01,01
52111213,September,23,2011,18,25,35
6902486,July,23,2012,20,01,13
67347616,February,14,2012,05,01,45
4711703,June,17,2013,23,01,00
95310301,June,21,2012,11,00,01
17360209,November,11,2010,05,01,13
49115278,January,10,2013,21,50,28
84075367,September,12,2011,07,08,15
2457172,December,23,2010,05,00,01
56382974,September,14,2012,19,12,30
38345082,November,23,2013,05,01,00
44634579,August,10,2012,14,16,22
85664768,July,23,2012,21,54,04
45670862,March,28,2011,21,59,06
31671360,September,28,2010,01,48,01
5403324,August,20,2013,20,24,25
22794860,February,25,2013,21,47,08
21255105,July,1,2011,22,03,54
81714861,October,30,2013,21,53,58
89119843,October,31,2012,20,49,50
66668016,April,17,2013,13,05,26
24783859,October,4,2012,13,24,17
11173659,September,30,2013,11,50,08
63988392,June,24,2013,16,01,46
78295644,April,25,2012,16,18,56
96731175,June,11,2012,13,33,28
73842921,September,29,2011,04,00,01
26777620,October,24,2012,07,37,13
3394201,December,27,2010,08,46,57
14140470,August,1,2012,16,20,13
49512394,August,26,2011,11,44,21
22727842,May,23,2013,17,53,00
84713650,February,16,2011,16,56,46
76763530,March,27,2013,16,23,53
7409137,March,31,2011,11,01,01
81837688,June,2,2011,11,29,30
97751818,January,17,2013,14,52,35
18781820,January,4,2013,12,00,01
86311432,August,23,2012,23,00,00
63992167,September,24,2010,21,12,48
69877586,April,27,2011,11,01,01
39546478,July,22,2013,20,33,02
82763470,April,25,2012,16,49,35
34673374,September,10,2013,18,35,11
32084478,October,8,2010,04,01,00
41380669,September,16,2011,00,08,51
47611430,November,28,2012,17,42,44
31098909,September,20,2013,07,23,42
55450184,April,24,2013,17,17,42
65471418,November,6,2013,04,30,13
7549849,January,11,2012,15,25,05
11566447,May,1,2012,16,02,48
76568402,November,6,2013,05,01,00
75599521,February,14,2011,22,17,44
53623957,July,22,2011,04,01,53
58671927,August,26,2013,18,58,37
19013069,November,9,2012,21,13,20
76278514,July,12,2010,11,01,01
88896980,October,19,2011,00,17,51
98476604,July,25,2013,14,06,56
79374445,April,16,2012,20,47,57
74345725,August,30,2011,13,31,50
3767646,November,3,2010,11,27,50
8502374,February,15,2012,18,31,35
53673361,May,22,2012,11,01,01
1902453,August,20,2012,20,58,48
46175252,October,16,2012,19,16,27
84580979,April,17,2013,20,50,42
49901549,June,27,2011,20,19,12
72333093,September,8,2011,05,00,02
85642138,September,12,2013,21,01,02
2296137,July,11,2012,21,34,05
40297005,September,17,2013,04,58,23
88821161,March,28,2013,22,28,09
69780513,July,22,2013,01,37,42
1663338,March,21,2012,17,49,18
72904966,October,18,2012,21,14,51
6989695,October,20,2011,01,06,09
1425552,December,12,2012,14,00,00
90526353,August,17,2011,21,25,44
43343500,January,26,2012,14,53,02
23729329,October,3,2013,04,01,01
11313646,January,24,2012,18,20,12
32341609,September,10,2013,21,11,45
2156201,May,30,2013,01,15,00
89601743,May,11,2012,20,25,01
64270595,October,6,2010,20,08,06
70952982,December,16,2010,15,45,14
35277887,July,19,2013,20,37,39
75775589,November,29,2011,23,38,11
5422733,July,3,2013,18,16,49
1713412,May,18,2011,12,33,57
13825314,March,16,2011,06,23,53
15637550,August,18,2012,04,01,00
43815757,February,22,2013,09,48,30
76710757,May,11,2011,21,46,18
19373141,November,5,2013,21,37,17
82993230,January,22,2013,22,33,48
26662967,June,30,2012,04,01,00
22061266,June,29,2011,23,45,09
98519504,April,19,2012,22,28,08
9871210,May,20,2013,22,12,03
48263769,December,16,2011,05,00,05
13621207,October,18,2013,10,03,09
89434802,October,19,2011,01,34,23
88909535,May,8,2012,16,48,39
57412385,May,11,2011,20,32,44
64844468,August,30,2013,17,42,34
43947530,May,10,2012,23,06,52
82017741,April,17,2013,20,13,19
35127777,April,3,2012,21,43,58
81096724,November,19,2010,13,09,09
57035862,July,31,2013,04,00,01
90107506,August,30,2012,08,00,00
93671578,August,4,2011,15,45,39
13658592,August,10,2012,18,34,10
93362151,August,27,2012,20,59,03
25815074,December,6,2012,21,49,34
12136229,May,18,2011,20,44,16
80165222,August,12,2013,04,01,00
93176491,October,23,2012,07,00,00
83564817,May,3,2012,09,30,00
95143024,February,2,2012,16,47,54
7283839,September,29,2011,20,24,39
53866381,May,10,2012,19,25,24
74519495,November,1,2013,02,52,11
76667515,May,24,2013,20,15,18
78035335,April,30,2012,21,07,42
44692581,September,18,2012,15,00,20
50420308,December,17,2010,09,24,02
13898158,September,25,2012,20,39,29
93775377,March,20,2013,10,26,40
37931213,July,25,2013,04,01,00
3540012,July,28,2010,20,12,41
92879214,August,23,2013,10,22,22
47808988,October,20,2011,15,44,47
88413589,July,23,2012,22,03,43
69819471,September,6,2012,08,53,25
34755708,July,19,2013,06,59,37
8216160,March,1,2011,09,42,04
63570863,December,13,2012,22,00,00
82423035,March,19,2013,11,01,01
39243250,January,24,2013,10,09,58
99569889,May,14,2013,07,33,02
88712241,December,15,2010,21,23,25
47646897,March,22,2012,22,48,42
32843511,September,25,2013,18,05,04
53556555,July,7,2011,04,01,00
15746460,December,11,2012,20,35,03
38053735,May,23,2013,22,11,59
14168707,May,3,2012,20,17,56
45593434,June,21,2011,20,23,19
6037882,February,17,2012,12,04,40
57595728,July,14,2007,18,33,45
78527022,September,20,2013,20,53,58
11749584,May,14,2013,18,59,02
98959065,May,2,2013,18,09,58
91887388,May,17,2011,17,03,42
96734711,June,22,2011,11,01,01
52456535,July,11,2013,20,45,08
43604307,August,3,2011,21,00,01
91509866,August,15,2011,14,02,43
51967729,June,7,2012,07,55,09
859631,June,26,2013,20,07,11
47808872,January,31,2013,05,00,01
62914630,March,1,2012,05,00,01
69939234,March,14,2013,23,36,18
13734646,October,30,2013,09,48,13
61172949,March,11,2013,04,01,00
29303579,March,12,2013,16,42,35
86731456,June,15,2011,17,23,35
13679126,July,18,2012,09,01,16
84322165,July,22,2011,14,48,10
54233252,April,24,2012,12,00,15
74329533,May,7,2012,23,00,01
15821501,March,8,2011,16,43,39
380086,October,11,2012,04,01,00
19727374,June,14,2012,09,39,31
3147171,June,19,2012,00,43,21
26629425,April,8,2011,10,14,28
55476776,December,5,2012,05,00,01
94570057,April,24,2013,06,49,26
14911679,November,7,2013,05,01,00
37433841,September,30,2010,16,43,57
61960511,May,13,2013,16,58,06
69086660,December,27,2010,21,23,07
40075869,September,14,2011,20,09,05
22985471,February,22,2011,00,00,01
73606048,March,25,2011,20,09,00
54968404,February,11,2011,14,23,29
41747578,May,14,2012,21,59,12
79171065,May,14,2013,16,28,39
34980299,September,4,2012,04,01,00
24679236,July,16,2012,12,18,22
5279690,July,6,2011,01,06,06
24915516,July,31,2013,02,00,00
22821870,July,17,2012,15,30,41
10997039,June,21,2011,11,39,29
29828962,December,15,2011,15,30,46
37093455,August,15,2012,00,10,14
88393727,May,27,2011,18,47,27
47382624,June,13,2012,14,48,23
53126499,January,24,2012,09,11,36
75885536,June,11,2013,20,17,37
26068203,September,24,2013,04,01,00
86750594,April,25,2013,15,26,43
68570781,June,16,2010,20,17,02
99263122,September,20,2013,20,46,00
32136024,May,30,2012,20,23,30
31852542,January,24,2013,18,36,02
82521614,October,18,2010,13,51,36
41319814,December,8,2010,21,19,58
79741563,July,6,2012,11,00,00
22136760,May,17,2011,11,46,27
2296281,September,4,2012,12,03,25
38578276,November,15,2012,23,01,00
38561176,June,20,2012,18,58,57
40897514,June,25,2013,11,02,54
75692295,June,4,2013,05,02,31
20723199,May,21,2013,11,06,08
35399291,April,30,2013,04,01,01
92730189,June,30,2011,11,29,27
1067787,September,3,2013,10,34,32
96606932,January,18,2013,05,01,01
11903867,March,14,2013,13,46,17
97521923,September,9,2013,10,04,18
19448402,December,6,2011,05,01,00
43110686,April,27,2012,23,56,06
87531161,February,14,2008,21,22,25
78274823,April,23,2010,10,24,06
47068921,October,22,2013,21,42,13
22121031,October,12,2011,14,11,28
86652558,September,18,2013,04,01,00
53434958,November,16,2012,21,48,29
97569595,October,30,2010,04,01,00
96192385,October,5,2012,22,08,46
28655822,January,8,2013,19,52,15
81189180,January,24,2013,18,09,47
1449659,October,31,2010,19,46,13
74664833,October,28,2010,05,30,41
559059,July,26,2013,04,00,07
51010327,April,11,2011,15,00,00
4602678,December,17,2010,16,58,49
78642193,July,19,2013,21,47,37
92340138,October,10,2012,20,14,08
14571218,July,7,2010,04,46,30
92894687,September,18,2012,05,00,05
97505008,October,24,2012,01,00,00
15281738,October,26,2012,21,46,19
9273985,April,15,2013,20,05,57
1810118,October,31,2013,05,29,10
30994744,August,1,2013,00,08,23
13108304,April,23,2013,15,08,27
33162254,October,1,2013,20,24,05
58018170,November,5,2012,12,27,02
78312768,March,26,2012,16,44,56
69747753,June,26,2013,20,50,04
2175618,July,1,2011,16,14,19
91904316,May,18,2013,04,01,02
58114070,December,4,2012,05,01,00
94699840,June,1,2011,10,23,56
96814359,January,11,2012,22,00,01
70711805,June,27,2013,15,59,48
35783500,August,10,2011,15,04,30
35795107,January,15,2013,13,20,17
77746229,April,28,2011,05,24,34
90444447,October,21,2010,16,13,40
24238964,June,21,2012,16,49,38
76791364,June,10,2011,11,01,01
94182089,June,20,2013,23,01,00
20640011,March,24,2011,20,35,46
15549971,November,11,2013,05,01,01
59572987,October,25,2013,20,19,49
4445960,January,25,2013,22,22,58
4882208,June,25,2013,20,11,58
11697453,July,10,2013,04,01,00
24868820,January,31,2013,21,12,32
44261430,October,25,2012,00,23,26
15490407,November,16,2012,10,46,46
34695179,April,18,2012,22,31,22
34761035,October,10,2012,18,49,29
32340646,November,29,2010,19,22,28
73452366,February,5,2013,20,53,17
49835349,December,10,2012,14,12,08
4141262,February,10,2011,03,03,01
96163015,June,2,2011,21,40,40
61990255,September,1,2011,21,35,19
94543269,January,23,2012,08,45,59
75183344,September,18,2013,20,07,06
13168126,October,28,2010,10,00,00
84051770,July,20,2013,04,01,00
72468704,February,14,2011,12,14,00
2777807,June,21,2010,19,55,28
64103484,August,15,2011,16,42,26
92253953,July,22,2010,16,40,58
44063486,October,29,2012,20,56,57
32044841,July,9,2011,04,00,01
3486088,June,30,2011,20,40,28
359214,August,4,2011,21,47,56
34725710,June,28,2012,20,37,25
5213051,June,2,2011,20,05,17
96771200,October,1,2012,20,33,25
32431816,May,26,2011,20,42,48
46113208,October,8,2010,20,33,31
44164064,June,12,2011,23,01,48
17367244,July,12,2012,23,33,31
76970638,June,5,2013,07,08,24
54964514,October,3,2012,21,30,08
31950325,September,12,2012,04,00,01
46379874,October,25,2012,17,20,38
70355085,July,18,2012,11,58,46
8467148,October,4,2012,13,54,50
29754765,July,8,2013,17,25,03
68025981,June,22,2011,03,31,00
23742729,October,1,2012,14,14,30
76087616,October,12,2012,00,02,29
55899633,May,31,2012,15,25,37
70035406,May,8,2013,10,46,33
8272942,February,1,2012,22,15,50
86784900,April,6,2012,07,28,49
40515752,May,5,2011,11,01,44
27995815,August,31,2011,23,31,29
8652201,August,21,2013,20,58,05
96801108,November,4,2013,16,18,07
4371408,November,13,2012,23,47,47
73885420,September,28,2011,14,46,09
87997930,April,20,2012,17,52,13
16971332,December,22,2011,05,01,54
49470412,July,19,2010,12,23,18
24560504,June,21,2010,11,01,01
96635313,July,10,2013,22,01,00
27095910,December,2,2010,18,23,26
79089810,December,29,2011,00,00,22
29561104,June,22,2010,14,05,04
28478248,May,10,2011,01,51,28
71767740,September,12,2012,20,54,49
12166710,February,29,2012,21,44,24
6534118,December,12,2012,18,14,34
14467366,June,30,2011,19,59,30
5142214,June,11,2012,08,15,57
57944617,April,27,2012,18,02,44
31804283,July,30,2010,18,38,12
10445115,October,23,2013,16,48,35
60293628,November,1,2013,14,30,32
32815783,January,10,2013,21,28,20
75622135,February,7,2013,21,50,20
93439057,March,21,2012,04,01,01
49937419,May,3,2013,20,39,54
92901914,September,12,2013,07,12,06
74400220,December,6,2010,19,20,57
62845697,June,19,2011,15,01,00
49648846,April,7,2011,14,10,35
94069534,December,5,2011,21,38,01
1364030,October,19,2010,23,45,34
63631181,September,11,2012,16,06,30
10618802,September,7,2011,11,14,17
60311456,May,21,2013,20,23,26
1577991,October,2,2013,15,05,57
87554482,September,20,2013,11,00,50
22563766,February,15,2012,18,00,30
80076295,July,21,2011,23,31,30
29761071,February,6,2013,19,53,30
84024370,March,7,2012,05,00,01
32968291,April,16,2012,20,18,26
73687236,April,23,2010,08,11,24
21592597,March,25,2013,20,55,46
1668491,November,9,2010,21,32,56
53993104,January,27,2013,22,00,01
9594994,November,25,2013,19,54,30
34013134,June,7,2013,23,42,58
19051556,December,1,2011,17,18,43
87342871,June,21,2011,11,00,01
95421812,February,9,2012,05,01,01
9243041,October,26,2010,08,46,52
97953746,September,6,2012,03,00,00
90140559,January,10,2013,16,32,09
94107748,October,26,2012,16,26,09
38667979,July,31,2010,04,00,03
73183858,January,29,2013,17,12,54
84039165,September,23,2011,15,11,37
22959350,April,13,2013,04,01,07
63925026,May,31,2012,04,01,00
54024602,November,10,2010,10,14,43
58093196,March,15,2012,00,59,30
87740518,July,9,2012,22,10,32
87175006,June,4,2012,07,20,38
37044569,December,21,2012,12,01,01
87686291,November,2,2010,14,05,30
49896567,July,19,2012,23,11,40
93195984,April,13,2013,14,19,48
53579102,November,18,2013,14,46,30
68646281,October,17,2013,11,20,02
98756430,January,10,2012,23,41,09
17435578,June,21,2012,19,02,50
11779844,April,19,2012,14,38,47
12133762,September,14,2011,20,00,00
42334109,September,3,2013,20,09,56
70634041,April,20,2012,11,00,00
35318224,November,20,2013,05,00,10
88086547,September,3,2011,04,00,02
45314319,August,4,2013,08,49,59
18350906,December,21,2011,05,00,01
49665279,January,23,2012,13,19,23
53604315,April,29,2013,04,00,15
97880263,October,22,2013,04,01,00
63169291,April,12,2012,22,21,08
50516659,December,19,2012,05,44,22
23243030,May,26,2011,04,01,01
28405983,September,11,2013,10,06,37
55503221,August,14,2012,23,27,30
85788778,October,15,2010,01,14,27
35352781,April,14,2011,04,01,08
19435260,August,1,2013,12,00,00
84792405,April,6,2012,10,41,21
13969623,December,20,2012,15,36,39
95904448,July,9,2010,09,04,25
81083402,September,23,2010,10,00,35
4449016,July,6,2012,08,06,06
59999247,June,23,2010,11,01,01
85572858,March,24,2011,06,59,14
73314602,November,2,2012,04,01,01
45507044,May,1,2013,17,28,38
25892383,August,22,2013,04,01,01
6750479,September,15,2011,18,55,06
84941664,February,11,2011,16,42,29
892453,February,24,2012,18,50,02
70405403,June,19,2013,04,01,01
70855937,July,26,2013,15,07,22
9958143,September,21,2013,20,44,12
88700278,September,13,2012,09,53,47
52562111,July,23,2010,05,20,34
70999932,September,25,2013,17,47,57
33635278,December,16,2010,07,36,43
77263887,April,12,2012,04,00,01
41198730,February,22,2013,12,00,00
36160062,June,29,2012,20,37,07
17718297,October,26,2013,04,00,01
72640002,July,26,2011,20,04,54
61487162,November,26,2012,22,45,39
48737806,April,24,2012,20,38,21
7968771,April,18,2013,23,22,21
17924470,July,25,2013,19,09,32
90600394,September,26,2012,20,07,26
43860882,December,8,2010,10,38,04
3193959,December,13,2012,11,40,48
41133853,May,8,2013,20,19,53
79084830,November,19,2013,18,23,28
63189276,February,17,2011,15,08,32
45015834,February,13,2012,21,41,38
50272220,February,15,2011,22,02,45
62605987,August,16,2011,20,36,04
49281608,October,28,2010,21,00,06
94823285,October,7,2010,04,01,00
43253998,May,2,2011,11,01,54
71845072,June,18,2013,04,01,00
71427879,December,20,2011,05,01,00
63857758,May,29,2013,16,06,00
9761110,August,4,2011,21,37,05
20487796,June,12,2013,14,34,47
80982526,September,18,2012,21,12,19
84874078,June,29,2013,22,00,01
45308460,March,24,2011,19,47,10
57712866,October,11,2010,13,30,00
74589851,March,25,2011,12,23,50
26601053,April,30,2012,10,04,40
63264941,October,30,2013,13,41,48
66310957,May,17,2013,13,49,23
32101356,August,17,2012,09,23,41
80207478,June,27,2010,23,00,01
87979519,July,9,2012,04,00,01
17981121,July,6,2011,19,46,26
44588687,January,24,2012,00,43,07
76453643,December,11,2012,05,01,00
84137646,May,14,2012,17,02,21
82105834,October,23,2012,20,40,08
6413609,August,7,2011,21,59,58
73076619,November,21,2013,15,30,47
48193169,March,7,2012,12,00,00
24868387,April,1,2013,20,25,50
76389581,October,8,2013,04,01,00
1509267,August,4,2011,00,47,38
90294934,September,3,2013,04,59,20
9965344,October,21,2013,17,47,36
43372506,September,20,2011,23,29,56
43182676,July,29,2013,21,09,07
61527783,October,13,2011,04,01,05
13973577,May,15,2012,15,32,38
60979329,November,9,2010,21,08,22
74305124,April,30,2013,20,49,06
30079638,April,12,2011,20,57,28
89535972,May,13,2013,06,16,54
22427999,November,8,2013,00,36,27
59630319,December,7,2010,21,23,51
23593876,June,14,2010,20,19,46
58390250,June,21,2012,12,40,19
1801169,May,28,2013,11,00,00
3307370,May,26,2011,13,55,06
21819015,October,13,2011,21,24,23
67242741,July,3,2012,11,01,01
6802303,September,7,2012,12,25,44
38357138,August,8,2013,15,07,12
54245620,November,26,2012,21,29,18
37412266,March,21,2013,16,28,10
27150232,April,9,2012,04,01,01
56729711,September,23,2013,21,50,08
61439768,December,2,2011,00,05,01
42527974,June,5,2012,21,10,05
46103494,April,10,2013,01,00,00
39664411,August,6,2012,04,01,00
82532644,April,11,2013,20,10,24
14472436,May,16,2013,20,31,02
13636416,July,12,2011,20,03,51
13093528,September,25,2010,04,00,01
67231239,August,6,2012,21,18,17
42243484,February,27,2012,07,56,45
77043705,September,30,2010,04,19,43
76380364,March,15,2013,01,58,31
46346331,April,25,2013,20,53,48
69910245,January,8,2013,01,34,23
33583124,July,10,2012,20,37,27
15698041,October,18,2010,12,53,59
35026192,November,30,2011,22,19,49
46223079,April,13,2012,20,43,47
4926697,July,20,2011,11,01,01
46919811,June,8,2011,20,43,04
32164621,December,4,2012,12,00,01
60925023,August,9,2012,15,59,10
53638801,November,14,2012,05,01,00
8381399,October,21,2013,17,11,51
266470,October,21,2010,07,52,13
3421647,September,9,2011,04,01,00
82804832,March,31,2011,15,57,33
88498999,October,31,2013,04,01,01
5046296,January,4,2012,12,01,01
88004971,June,1,2011,04,11,04
6279241,May,2,2013,21,37,38
18751799,January,29,2013,15,00,04
10908033,July,5,2011,16,29,58
22201196,July,18,2011,23,24,57
62714644,February,19,2013,18,31,11
7173068,October,30,2012,07,15,25
40422796,May,1,2011,05,25,10
64339682,July,20,2012,12,45,36
6235319,July,6,2011,23,18,44
28850076,October,30,2012,13,03,28
40763688,November,5,2012,17,55,05
47460596,March,15,2012,15,07,31
77462527,October,8,2012,04,01,00
35279919,August,25,2012,05,51,52
44636836,January,16,2013,05,01,00
64854300,July,11,2011,15,29,59
61380805,August,2,2012,20,15,26
95308245,April,29,2011,20,04,29
7163422,September,25,2012,15,31,00
80878083,October,24,2013,04,01,00
16882844,October,20,2011,23,30,29
80408499,September,3,2013,06,15,03
75586319,September,25,2012,04,00,00
23913265,September,25,2013,20,00,00
29289147,June,18,2011,04,01,01
15566914,November,29,2010,21,14,22
64288931,January,16,2012,20,26,43
73713149,May,30,2013,20,22,39
66917034,December,11,2012,21,10,06
48265442,August,3,2011,04,58,11
35075294,October,25,2012,15,41,50
47106162,December,20,2012,12,00,00
86381358,July,4,2013,04,01,00
76324517,February,15,2013,22,17,23
73132351,March,20,2013,13,48,10
48927875,February,25,2013,13,42,17
16230139,November,6,2013,21,18,16
56631070,July,22,2013,10,34,50
97466987,August,13,2013,04,01,00
57045083,April,5,2011,20,22,23
15841828,February,9,2011,21,13,29
38210120,November,9,2012,22,44,35
47513522,March,6,2013,18,00,01
58911195,July,23,2012,11,00,01
42701240,January,22,2013,14,46,06
9071388,February,12,2011,00,01,00
75511350,May,21,2013,17,05,00
44460980,April,29,2013,20,50,02
83323664,May,18,2012,20,12,00
92470177,June,20,2012,20,13,00
11078145,June,20,2011,20,21,21
21160356,October,28,2010,21,47,30
64840838,November,6,2013,05,01,00
63342294,February,17,2012,23,00,47
29184879,February,22,2013,05,00,01
77825774,October,6,2011,20,48,49
58314693,April,2,2012,12,05,50
87866567,March,19,2013,04,01,01
27559881,February,6,2013,05,00,22
94391314,November,28,2012,01,28,39
65174003,April,30,2012,15,10,10
8136534,January,18,2012,15,26,34
78541720,January,13,2012,22,29,03
92671252,August,26,2013,04,13,50
72567182,August,16,2011,22,19,41
35256453,December,28,2012,10,25,28
75815108,March,21,2012,04,01,17
16531234,October,9,2013,20,44,01
48075925,June,28,2012,12,20,26
84085331,May,9,2011,16,04,13
45819146,November,16,2010,22,08,48
87610600,April,29,2011,04,01,00
20104343,July,19,2012,20,07,06
13609443,November,3,2010,09,07,12
90109219,October,2,2012,04,00,00
8455748,June,10,2013,14,15,51
87935328,March,7,2013,11,00,00
68232914,May,23,2013,19,13,54
89376370,September,26,2011,20,55,28
79677768,September,29,2011,04,01,00
83885901,February,22,2012,12,01,01
52599709,September,16,2011,10,00,00
27083905,December,10,2010,19,29,06
83388174,June,20,2013,00,00,20
53957343,April,12,2011,23,01,01
56356746,August,27,2012,20,22,39
69002783,March,21,2013,10,13,58
97104864,September,24,2010,17,23,57
64366722,August,18,2011,16,57,58
68880022,December,6,2011,05,01,01
72090885,April,30,2013,22,00,05
67418665,August,3,2011,20,00,00
50786914,July,24,2012,04,01,00
14022964,January,5,2012,12,55,23
98319572,December,6,2012,12,00,01
32943153,February,5,2013,18,25,35
13010197,January,12,2012,05,01,01
95342404,May,4,2012,16,32,17
38021763,February,6,2013,05,01,00
1296751,June,7,2011,17,31,10
30208064,September,21,2013,16,01,00
22244904,June,30,2010,20,58,13
78478821,December,21,2011,00,20,40
90521816,September,20,2011,04,01,00
48994624,May,14,2012,13,27,38
21887428,June,20,2012,20,00,00
41139582,November,30,2012,11,00,00
69035109,July,7,2010,01,00,00
97014765,June,9,2011,14,06,06
42541594,June,6,2013,07,55,38
55408992,November,21,2013,09,21,39
26684676,March,25,2013,04,02,10
8671890,August,25,2011,11,22,32
48470279,October,24,2013,10,36,17
692729,April,23,2013,08,18,31
48436622,March,2,2012,15,08,38
65749439,October,3,2012,20,28,55
65116749,May,21,2013,20,53,11
1553437,June,7,2011,20,33,13
64107983,August,23,2011,11,20,25
31978470,March,28,2013,11,48,26
90748607,November,20,2013,07,22,36
87765187,July,31,2012,19,00,24
72523041,June,28,2010,20,12,27
56682812,September,27,2012,11,01,31
71327125,September,18,2012,20,36,00
72186209,June,19,2013,04,01,00
21707980,August,5,2011,18,22,15
88792887,October,12,2011,20,22,14
54078221,June,17,2013,22,30,38
48808099,July,3,2013,17,36,01
35900122,January,11,2012,19,51,06
40608351,December,15,2011,15,06,13
38453592,October,21,2010,17,58,33
29080820,March,8,2012,11,50,10
81531149,August,27,2012,20,35,07
29319115,June,29,2011,23,00,14
55999190,July,18,2013,10,03,02
19487736,September,20,2013,00,54,37
34248003,February,25,2011,10,42,08
35649899,September,26,2013,19,23,53
2578118,August,23,2013,20,17,01
20098122,October,6,2011,07,22,02
11122165,December,22,2010,21,23,48
56178029,March,3,2013,15,11,18
57354424,July,12,2013,15,44,42
22675985,May,14,2012,13,46,08
2079958,May,24,2011,11,16,48
41292685,April,1,2011,12,50,14
35066927,August,10,2012,21,00,35
10164134,June,4,2012,20,44,08
91682492,June,21,2012,23,24,29
99004563,November,15,2010,22,47,38
66698053,March,24,2012,04,01,00
31823274,June,29,2012,20,21,13
91780798,June,25,2010,22,40,43
1536562,October,19,2012,21,45,42
92917955,June,7,2011,04,01,05
96289610,February,9,2012,16,52,39
55179504,October,1,2012,04,00,01
9151859,January,21,2012,05,01,00
54643308,February,9,2012,22,53,14
84519870,September,24,2013,20,51,51
77381181,April,25,2012,20,26,25
13905430,July,18,2013,21,35,52
31224897,May,16,2012,14,40,18
82950952,February,7,2012,09,45,33
96965927,January,22,2013,05,00,01
80565702,March,8,2013,14,46,19
70252111,August,31,2011,16,44,37
90272684,June,16,2010,02,45,44
87714137,October,7,2011,20,20,10
58386103,November,6,2012,00,00,00
69120146,November,23,2010,05,12,59
80437426,February,12,2013,14,18,05
6729035,October,4,2010,21,39,12
37439422,November,9,2010,21,17,18
55160931,May,14,2013,09,43,11
20373539,February,6,2013,16,13,15
88246684,September,5,2013,13,52,17
5954918,December,11,2012,15,33,23
51800056,December,17,2012,13,23,53
85715298,February,26,2011,03,16,59
72874136,January,18,2008,00,42,06
19392364,November,19,2012,16,55,01
71988266,July,20,2012,18,32,44
49318416,April,13,2011,20,58,21
62660943,December,3,2010,05,01,00
